Time,L_toes,,,L_foot,,,L_knee,,,L_hip,,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
6.83,218.917,-1265.51,40.4462,352.314,-1242.33,112.591,330.754,-1223.43,529.649,317.56,-1259.74,996.625
6.84,218.878,-1265.63,40.3792,352.291,-1242.62,112.492,330.76,-1223.7,529.715,317.38,-1259.73,996.674
6.85,218.822,-1265.67,40.3211,352.38,-1242.83,112.512,330.842,-1223.98,529.763,317.233,-1259.71,996.652
6.86,218.785,-1265.67,40.2765,352.546,-1242.87,112.523,331.023,-1224.06,529.815,317.109,-1259.89,996.682
6.87,218.797,-1265.71,40.2825,352.838,-1242.73,112.528,331.229,-1224.11,529.825,316.956,-1260.09,996.603
6.88,218.827,-1265.67,40.2981,353.088,-1242.43,112.47,331.495,-1224.05,529.846,316.847,-1260.33,996.595
6.89,218.861,-1265.59,40.301,353.332,-1242.19,112.522,331.755,-1223.99,529.886,316.799,-1260.61,996.553
6.9,218.884,-1265.47,40.2541,353.491,-1242.03,112.652,331.975,-1223.89,529.903,316.814,-1260.79,996.498
6.91,218.985,-1265.48,40.3694,353.61,-1241.96,112.661,332.15,-1223.86,529.906,316.9,-1260.91,996.41
6.92,219.025,-1265.43,40.3541,353.756,-1241.93,112.705,332.221,-1223.86,529.907,317.032,-1261.06,996.393
6.93,218.999,-1265.43,40.3598,353.866,-1241.98,112.698,332.216,-1224.02,529.983,317.215,-1261.08,996.363
6.94,218.974,-1265.47,40.3253,353.897,-1242.06,112.714,332.132,-1224.09,529.905,317.47,-1261.13,996.368
6.95,218.898,-1265.59,40.2995,353.825,-1242.18,112.665,331.919,-1224.3,529.898,317.687,-1261.29,996.373
6.96,218.765,-1265.71,40.265,353.748,-1242.34,112.586,331.724,-1224.45,529.866,317.945,-1261.41,996.449
6.97,218.648,-1265.84,40.1706,353.577,-1242.49,112.541,331.545,-1224.63,529.858,318.148,-1261.57,996.416
6.98,218.504,-1265.96,40.0411,353.516,-1242.61,112.496,331.406,-1224.73,529.844,318.368,-1261.76,996.455
6.99,218.459,-1266.04,40.0328,353.547,-1242.61,112.472,331.428,-1224.81,529.769,318.537,-1261.91,996.421
7,218.454,-1266.04,39.9637,353.635,-1242.54,112.508,331.512,-1224.82,529.834,318.687,-1262.03,996.423
7.01,218.485,-1266.01,39.9343,353.843,-1242.39,112.551,331.688,-1224.71,529.768,318.821,-1262.18,996.425
7.02,218.479,-1266,39.9552,353.999,-1242.2,112.52,331.873,-1224.72,529.813,318.997,-1262.37,996.479
7.03,218.502,-1266.04,40.0093,354.145,-1242.17,112.564,332.063,-1224.71,529.758,319.203,-1262.52,996.5
7.04,218.538,-1266.05,39.9616,354.207,-1242.22,112.597,332.194,-1224.75,529.746,319.42,-1262.61,996.488
7.05,218.538,-1266.04,40.0078,354.26,-1242.26,112.537,332.269,-1224.84,529.756,319.697,-1262.7,996.512
7.06,218.519,-1266.12,39.9518,354.256,-1242.34,112.465,332.266,-1224.99,529.71,319.996,-1262.83,996.518
7.07,218.482,-1266.12,39.8634,354.272,-1242.47,112.489,332.257,-1225.15,529.643,320.319,-1262.86,996.439
7.08,218.485,-1266.2,39.9052,354.23,-1242.46,112.465,332.158,-1225.26,529.611,320.671,-1262.88,996.413
7.09,218.468,-1266.17,39.7863,354.231,-1242.55,112.415,332.064,-1225.29,529.531,320.978,-1263.04,996.436
7.1,218.42,-1266.17,39.7397,354.211,-1242.5,112.361,331.909,-1225.36,529.533,321.344,-1263.32,996.514
7.11,218.395,-1266.2,39.7483,354.164,-1242.5,112.357,331.729,-1225.46,529.538,321.726,-1263.42,996.452
7.12,218.401,-1266.21,39.7262,354.096,-1242.42,112.342,331.567,-1225.5,529.558,322.233,-1263.46,996.308
7.13,218.37,-1266.24,39.7107,354.009,-1242.33,112.229,331.373,-1225.48,529.511,322.675,-1263.53,996.231
7.14,218.392,-1266.28,39.7636,353.879,-1242.28,112.174,331.212,-1225.52,529.451,323.117,-1263.63,996.205
7.15,218.401,-1266.21,39.6812,353.76,-1242.28,112.125,331.033,-1225.54,529.387,323.526,-1263.77,996.145
7.16,218.392,-1266.28,39.7648,353.662,-1242.31,112.041,330.812,-1225.53,529.3,323.903,-1263.94,996.153
7.17,218.401,-1266.21,39.7262,353.564,-1242.27,111.917,330.622,-1225.6,529.262,324.3,-1264.07,996.144
7.18,218.384,-1266.2,39.7451,353.455,-1242.3,111.916,330.397,-1225.59,529.194,324.761,-1264.04,996.07
7.19,218.401,-1266.21,39.77,353.357,-1242.34,111.831,330.128,-1225.65,529.112,325.223,-1264.08,995.977
7.2,218.42,-1266.17,39.7835,353.217,-1242.37,111.811,329.863,-1225.71,529.01,325.724,-1264.12,995.956
7.21,218.44,-1266.12,39.8431,353.067,-1242.36,111.742,329.508,-1225.84,528.972,326.087,-1264.25,996.018
7.22,218.445,-1266.12,39.9111,352.854,-1242.39,111.68,329.199,-1225.9,528.868,326.551,-1264.36,995.96
7.23,218.465,-1266.08,39.9257,352.573,-1242.46,111.641,328.781,-1225.99,528.742,327.092,-1264.26,995.783
7.24,218.499,-1265.96,39.9687,352.318,-1242.49,111.594,328.451,-1226.01,528.633,327.647,-1264.27,995.712
7.25,218.555,-1265.92,40.0267,352.08,-1242.48,111.493,328.01,-1225.98,528.541,328.152,-1264.42,995.672
7.26,218.575,-1265.84,40.0847,351.857,-1242.5,111.425,327.493,-1225.88,528.318,328.617,-1264.46,995.597
7.27,218.617,-1265.67,40.0973,351.654,-1242.49,111.328,326.958,-1225.85,528.159,329.206,-1264.43,995.49
7.28,218.657,-1265.56,40.1644,351.395,-1242.52,111.214,326.356,-1226.05,528.186,329.862,-1264.37,995.369
7.29,218.694,-1265.39,40.1979,351.01,-1242.53,111.159,325.661,-1225.9,527.871,330.461,-1264.42,995.334
7.3,218.767,-1265.23,40.2258,350.565,-1242.42,110.855,324.87,-1225.86,527.585,331.106,-1264.47,995.177
7.31,218.77,-1265.14,40.5244,350.024,-1242.64,110.871,324.027,-1225.92,527.324,331.864,-1264.4,994.972
7.32,218.79,-1264.93,40.5709,349.536,-1242.78,110.744,323.16,-1225.95,527.126,332.622,-1264.5,994.817
7.33,218.818,-1264.81,40.6797,349.086,-1242.8,110.494,322.167,-1225.86,526.812,333.463,-1264.44,994.545
7.34,218.815,-1264.73,40.7753,348.634,-1242.97,110.327,321.232,-1226.01,526.602,334.39,-1264.33,994.344
7.35,218.832,-1264.56,40.8816,348.129,-1243.14,110.306,320.131,-1226.1,526.242,335.233,-1264.47,994.156
7.36,218.821,-1264.56,41.0135,347.542,-1243.31,110.187,319.057,-1226.2,525.922,336.278,-1264.36,993.696
7.37,218.833,-1264.43,41.1424,347.102,-1243.28,109.902,318.055,-1226.42,525.761,337.205,-1264.44,993.424
7.38,218.863,-1264.38,41.2503,346.731,-1243.28,109.628,316.978,-1226.41,525.372,338.268,-1264.36,993.071
7.39,218.973,-1264.18,41.3222,346.388,-1243.38,109.548,315.936,-1226.69,525.13,339.271,-1264.34,992.749
7.4,219.046,-1264.14,41.5413,346.042,-1243.57,109.397,314.85,-1226.83,524.837,340.401,-1264.34,992.379
7.41,219.183,-1263.97,41.6911,345.671,-1243.79,109.453,313.683,-1227.01,524.609,341.547,-1264.38,991.957
7.42,219.231,-1263.81,41.7718,345.225,-1244.04,109.395,312.41,-1227.28,524.241,342.878,-1264.17,991.489
7.43,219.344,-1263.69,41.928,344.851,-1244.14,109.254,311.009,-1227.45,523.784,344.178,-1264.09,990.987
7.44,219.417,-1263.48,42.1341,344.391,-1244.16,108.953,309.549,-1227.76,523.481,345.656,-1264.02,990.384
7.45,219.51,-1263.27,42.3569,343.82,-1244.29,108.782,307.921,-1227.98,522.9,347.231,-1263.6,989.662
7.46,219.662,-1263.07,42.672,343.269,-1244.63,108.745,306.133,-1228.26,522.471,348.847,-1263.44,988.889
7.47,219.769,-1262.84,43.0227,342.719,-1244.83,108.632,304.206,-1228.74,521.93,350.474,-1263.28,988.114
7.48,219.975,-1262.45,43.1248,342.237,-1245,108.404,302.054,-1229.19,521.413,352.224,-1263.08,987.061
7.49,220.121,-1262.25,43.2368,341.65,-1245.33,108.324,299.598,-1229.59,520.6,354.114,-1262.81,985.978
7.5,220.205,-1262.04,43.4049,340.876,-1245.65,108.178,296.948,-1230.09,519.814,356.073,-1262.5,984.563
7.51,220.197,-1261.92,43.4737,340.231,-1245.8,107.8,294.181,-1230.82,519.131,358.141,-1262.18,983.166
7.52,220.197,-1261.75,43.5089,339.407,-1246.15,107.491,291.388,-1231.56,518.331,360.256,-1261.71,981.437
7.53,220.198,-1261.55,43.5832,338.542,-1246.68,107.233,288.578,-1232.25,517.381,362.478,-1261.36,979.512
7.54,220.189,-1261.47,43.6546,337.732,-1246.89,106.665,285.837,-1233.02,516.247,364.839,-1260.97,977.381
7.55,220.114,-1261.38,43.7071,336.717,-1247.37,106.295,282.987,-1233.77,515.107,367.178,-1260.55,974.999
7.56,220.109,-1261.22,43.8072,335.922,-1247.62,105.721,280.194,-1234.59,514.056,369.577,-1260.17,972.456
7.57,220.163,-1260.93,43.8144,335.13,-1248.1,105.428,277.43,-1235.4,512.77,371.965,-1259.9,969.82
7.58,220.233,-1260.8,43.9031,334.45,-1248.48,104.952,274.489,-1236.39,511.658,374.362,-1259.93,967.003
7.59,220.262,-1260.68,43.9681,333.885,-1248.67,104.376,271.474,-1237.45,510.476,376.9,-1259.94,964.086
7.6,220.323,-1260.64,44.0065,333.36,-1248.82,103.831,268.415,-1238.61,509.188,379.561,-1259.69,960.833
7.61,220.346,-1260.68,44.0144,332.748,-1249.25,103.457,265.401,-1239.68,508.013,382.238,-1259.52,957.469
7.62,220.374,-1260.73,43.9573,332.18,-1249.5,103.021,262.508,-1240.82,506.647,384.888,-1259.32,953.906
7.63,220.295,-1260.77,43.8942,331.54,-1249.71,102.542,259.713,-1241.98,505.486,387.452,-1259.3,950.175
7.64,220.2,-1260.73,43.798,330.696,-1250,102.136,257.238,-1242.83,503.916,390.027,-1259.1,946.35
7.65,220.186,-1260.61,43.7966,330.053,-1250.03,101.412,254.926,-1243.52,502.531,392.54,-1259.07,942.537
7.66,220.203,-1260.48,43.8147,329.537,-1250.09,100.924,252.754,-1244.04,501.095,394.945,-1259.36,938.988
7.67,220.221,-1260.33,43.8298,329.239,-1249.93,100.437,250.729,-1244.59,499.844,397.301,-1259.6,935.525
7.68,220.283,-1260.12,43.8992,328.979,-1249.52,100.081,248.708,-1245.09,498.749,399.658,-1259.84,932.169
7.69,220.326,-1259.96,43.9526,328.682,-1249.19,99.8549,246.608,-1245.53,497.674,401.944,-1259.97,928.7
7.7,220.402,-1259.84,43.9754,328.292,-1248.9,99.6144,244.396,-1246.12,496.616,404.106,-1260.06,925.349
7.71,220.374,-1259.8,43.9411,327.746,-1248.99,99.4868,242.203,-1246.86,495.654,406.181,-1260.05,921.971
7.72,220.329,-1259.72,43.923,327.176,-1249.05,99.145,239.971,-1247.79,494.508,408.313,-1260.04,918.251
7.73,220.267,-1259.73,43.7951,326.559,-1248.95,98.7589,237.733,-1248.54,493.265,410.421,-1259.98,914.326
7.74,220.152,-1259.76,43.6444,325.971,-1248.61,98.2696,235.642,-1249.29,492.043,412.516,-1259.97,910.287
7.75,220.06,-1259.81,43.4986,325.384,-1248.47,97.9518,233.747,-1250.06,490.742,414.483,-1260.06,906.239
7.76,219.956,-1259.86,43.2587,324.89,-1248.36,97.644,231.776,-1250.58,489.56,416.428,-1260.28,902.241
7.77,219.779,-1259.91,43.0249,324.359,-1248.02,97.2558,229.897,-1251.09,488.442,418.329,-1260.21,898.198
7.78,219.577,-1260,42.6602,323.661,-1247.64,96.8613,228.008,-1251.36,487.258,420.157,-1259.93,894.001
7.79,219.355,-1260.13,42.3689,322.862,-1247.28,96.5224,225.988,-1251.57,486.066,421.984,-1260,889.911
7.8,219.119,-1260.3,42.1796,321.709,-1247.03,96.2741,224.029,-1251.54,484.812,423.884,-1260.17,885.547
7.81,218.903,-1260.3,41.9982,320.751,-1246.46,95.9456,222.141,-1251.44,483.698,425.855,-1260.31,881.13
7.82,218.765,-1260.43,41.9356,319.825,-1245.63,95.4114,220.395,-1251.25,482.609,427.901,-1260.64,876.623
7.83,218.639,-1260.43,41.7777,319.034,-1245.23,95.3002,218.708,-1250.81,481.539,430.051,-1260.88,872.025
7.84,218.535,-1260.47,41.675,318.163,-1244.66,95.1737,216.934,-1250.58,480.466,432.166,-1261.3,867.497
7.85,218.418,-1260.39,41.5259,317.411,-1244.1,95.1021,215.193,-1250.36,479.379,434.259,-1261.52,863.068
7.86,218.339,-1260.43,41.3745,316.625,-1243.41,95.0609,213.43,-1250.36,478.456,436.241,-1261.55,858.607
7.87,218.19,-1260.55,41.2659,315.728,-1242.81,94.8928,211.636,-1250.56,477.432,438.045,-1261.35,854.238
7.88,218.027,-1260.75,41.0819,314.787,-1242.55,95.0949,209.706,-1250.65,476.464,439.833,-1261.43,849.982
7.89,217.9,-1260.88,40.8892,313.909,-1241.87,94.8648,207.684,-1250.67,475.385,441.409,-1261.39,845.633
7.9,217.763,-1261.01,40.6923,313.116,-1241.42,94.7608,205.66,-1250.64,474.199,443.044,-1261.2,841.164
7.91,217.665,-1261.1,40.4344,312.363,-1240.75,94.5087,203.623,-1250.69,473.249,444.686,-1261.04,836.708
7.92,217.547,-1261.18,40.2962,311.681,-1240.4,94.4354,201.591,-1250.64,472.043,446.184,-1261.14,832.324
7.93,217.44,-1261.31,39.9815,311.15,-1240.26,94.5575,199.509,-1250.63,470.762,447.82,-1261.25,827.868
7.94,217.336,-1261.52,39.8426,310.616,-1239.94,94.6937,197.459,-1250.66,469.691,449.383,-1261.05,823.316
7.95,217.237,-1261.74,39.5939,310.031,-1239.53,94.7149,195.333,-1250.72,468.563,450.737,-1261.23,818.909
7.96,217.116,-1261.94,39.4761,309.467,-1239.31,94.9074,193.221,-1250.85,467.4,452.003,-1261,814.442
7.97,216.998,-1262.18,39.4381,308.799,-1239.19,95.1293,191.121,-1251.12,466.175,453.117,-1260.93,809.925
7.98,216.93,-1262.39,39.3879,308.016,-1238.72,94.9824,188.933,-1251.31,464.942,454.042,-1260.81,805.332
7.99,216.843,-1262.51,39.2287,307.372,-1238.32,95.0349,186.619,-1251.65,463.788,454.719,-1260.69,800.665
8,216.809,-1262.63,39.0959,306.798,-1238.01,95.0091,184.223,-1251.99,462.515,455.4,-1260.44,795.816
8.01,216.739,-1262.74,39.0535,306.204,-1237.74,94.8793,181.801,-1252.24,460.992,456.016,-1260.23,790.859
8.02,216.699,-1262.83,38.9839,305.568,-1237.46,94.7748,179.366,-1252.52,459.613,456.566,-1260.25,785.752
8.03,216.713,-1262.88,38.8004,305.031,-1237.32,94.9132,176.881,-1252.79,458.214,457.188,-1260.44,780.347
8.04,216.699,-1262.97,38.6338,304.526,-1237.01,94.9025,174.506,-1253.01,456.609,457.928,-1260.55,774.62
8.05,216.674,-1263.01,38.5061,303.994,-1236.67,94.7654,172.084,-1253.3,455.094,458.587,-1260.56,768.682
8.06,216.677,-1263.09,38.4577,303.399,-1236.29,94.7297,169.675,-1253.71,453.532,459.117,-1260.83,762.778
8.07,216.674,-1263.18,38.3391,302.897,-1236.05,94.8801,167.275,-1254.09,451.945,459.621,-1261.05,756.898
8.08,216.634,-1263.26,38.267,302.191,-1235.89,95.0201,164.849,-1254.57,450.453,460.02,-1261.22,751.117
8.09,216.632,-1263.35,38.1474,301.512,-1235.5,94.8892,162.37,-1254.92,448.85,460.296,-1261.17,745.647
8.1,216.555,-1263.43,38.1248,300.969,-1235.27,94.9726,159.894,-1255.3,447.331,460.52,-1261.31,740.31
8.11,216.556,-1263.43,37.9887,300.432,-1234.89,94.8086,157.472,-1255.46,445.769,460.803,-1261.59,735.034
8.12,216.525,-1263.47,37.9733,299.868,-1234.48,94.6096,155.099,-1255.58,444.243,461.132,-1261.86,729.738
8.13,216.488,-1263.47,37.9727,299.266,-1234.19,94.7318,152.779,-1255.55,442.64,461.404,-1261.99,724.398
8.14,216.438,-1263.52,37.8955,298.665,-1234.08,94.9714,150.492,-1255.6,441.086,461.604,-1262.26,719.267
8.15,216.41,-1263.47,37.8616,298.089,-1233.65,94.9066,148.217,-1255.46,439.449,461.739,-1262.49,714.069
8.16,216.37,-1263.55,37.8806,297.554,-1233.26,94.9597,145.914,-1255.38,437.879,461.722,-1262.81,708.972
8.17,216.342,-1263.51,37.8015,297.121,-1232.96,94.9451,143.722,-1255.25,436.182,461.648,-1263.24,703.95
8.18,216.292,-1263.56,37.7675,296.709,-1232.71,94.9381,141.554,-1255.19,434.655,461.593,-1263.55,698.993
8.19,216.25,-1263.56,37.6999,296.265,-1232.41,94.9232,139.459,-1255.09,433.145,461.541,-1263.78,694.219
8.2,216.252,-1263.64,37.7405,295.81,-1232.18,95.0341,137.467,-1255.1,431.81,461.498,-1264.05,689.655
8.21,216.216,-1263.68,37.6559,295.367,-1232.08,95.1858,135.643,-1255.26,430.465,461.423,-1264.27,685.136
8.22,216.213,-1263.76,37.5814,295.061,-1232.02,95.2829,133.858,-1255.37,429.154,461.374,-1264.37,680.801
8.23,216.201,-1263.92,37.5894,294.775,-1231.91,95.4414,132.139,-1255.31,427.866,461.332,-1264.52,676.625
8.24,216.165,-1263.97,37.4125,294.426,-1231.77,95.5674,130.374,-1255.5,426.854,461.183,-1264.52,672.593
8.25,216.185,-1264.09,37.4381,294.099,-1231.64,95.6507,128.738,-1255.58,425.619,460.996,-1264.69,668.612
8.26,216.176,-1264.17,37.3856,293.793,-1231.46,95.6152,127.105,-1255.57,424.539,460.785,-1264.91,664.978
8.27,216.157,-1264.21,37.371,293.487,-1231.3,95.5788,125.522,-1255.57,423.522,460.565,-1265.13,661.202
8.28,216.157,-1264.21,37.3721,293.213,-1231.17,95.6022,124.103,-1255.6,422.462,460.393,-1265.28,657.637
8.29,216.173,-1264.25,37.3571,292.964,-1231.03,95.7131,122.653,-1255.53,421.537,460.311,-1265.4,654.053
8.3,216.162,-1264.21,37.35,292.709,-1231.01,95.9773,121.343,-1255.51,420.424,460.167,-1265.47,650.711
8.31,216.179,-1264.25,37.38,292.445,-1230.95,96.0985,120.055,-1255.44,419.494,460.061,-1265.55,647.349
8.32,216.19,-1264.29,37.3421,292.207,-1230.86,96.2124,118.878,-1255.53,418.575,459.962,-1265.59,644.026
8.33,216.176,-1264.37,37.3994,291.959,-1230.73,96.2737,117.675,-1255.53,417.756,459.742,-1265.57,640.82
8.34,216.182,-1264.37,37.3784,291.715,-1230.55,96.2811,116.612,-1255.54,416.926,459.56,-1265.66,637.837
8.35,216.19,-1264.29,37.3409,291.465,-1230.34,96.307,115.477,-1255.38,416.106,459.37,-1265.79,634.856
8.36,216.17,-1264.33,37.3737,291.21,-1230.12,96.3985,114.598,-1255.46,415.61,459.224,-1265.93,632.055
8.37,216.165,-1264.33,37.3946,291.067,-1230.04,96.4285,113.622,-1255.2,414.811,459.102,-1265.99,629.383
8.38,216.134,-1264.33,37.4191,290.887,-1229.91,96.4231,112.831,-1255.05,414.266,459.04,-1265.93,626.979
8.39,216.128,-1264.33,37.4389,290.754,-1229.86,96.5049,112.137,-1254.98,413.873,459.022,-1265.86,624.886
8.4,216.111,-1264.29,37.41,290.658,-1229.74,96.5009,111.477,-1254.53,413.289,459.015,-1265.82,622.763
8.41,216.094,-1264.25,37.4712,290.535,-1229.53,96.4623,110.94,-1254.13,412.868,459.091,-1265.92,620.792
8.42,216.078,-1264.21,37.4851,290.396,-1229.4,96.5253,110.461,-1253.84,412.582,459.118,-1265.94,618.747
8.43,216.075,-1264.12,37.4895,290.257,-1229.27,96.6781,110.033,-1253.29,412.286,459.27,-1265.93,617.043
8.44,216.069,-1264.09,37.5527,290.091,-1229.06,96.7503,109.635,-1252.81,412.018,459.426,-1265.99,615.523
8.45,216.067,-1264,37.5582,290.025,-1228.93,96.8124,109.406,-1252.51,411.909,459.518,-1266.16,613.927
8.46,216.05,-1263.96,37.5282,289.986,-1228.84,96.9089,109.204,-1252.25,411.825,459.668,-1266.25,612.859
8.47,216.067,-1264,37.6021,289.927,-1228.71,96.9493,109.028,-1251.92,411.687,459.787,-1266.3,611.631
8.48,216.083,-1264,37.6305,289.847,-1228.71,97.0158,108.866,-1251.66,411.54,459.843,-1266.39,610.769
8.49,216.089,-1264.01,37.6545,289.793,-1228.59,97.0365,108.685,-1251.44,411.419,459.872,-1266.5,609.993
8.5,216.086,-1263.93,37.5678,289.698,-1228.54,97.0283,108.465,-1251.34,411.249,459.848,-1266.64,609.157
8.51,216.066,-1263.97,37.6004,289.651,-1228.54,97.0265,108.224,-1251.16,411.011,459.705,-1266.66,608.594
8.52,216.072,-1263.97,37.6235,289.598,-1228.5,97.0419,107.939,-1251.17,410.878,459.55,-1266.69,608.232
8.53,216.058,-1264.04,37.6369,289.541,-1228.53,97.03,107.704,-1251.18,410.764,459.292,-1266.82,607.99
8.54,216.052,-1264.04,37.6128,289.493,-1228.53,97.0732,107.416,-1251.23,410.678,459.054,-1266.76,607.731
8.55,216.038,-1264.09,37.6674,289.398,-1228.52,97.1125,107.164,-1251.21,410.541,458.768,-1266.76,607.613
8.56,216.049,-1264.09,37.6706,289.398,-1228.49,97.0638,106.972,-1251.07,410.387,458.478,-1266.73,607.612
8.57,216.058,-1264.05,37.6358,289.372,-1228.52,97.1161,106.718,-1250.88,410.292,458.156,-1266.64,607.801
8.58,216.066,-1264.13,37.7006,289.356,-1228.48,97.085,106.515,-1250.63,410.167,457.83,-1266.64,608.181
8.59,216.027,-1264.08,37.6214,289.37,-1228.44,97.1226,106.388,-1250.44,410.15,457.439,-1266.74,608.657
8.6,216.035,-1264.16,37.7751,289.391,-1228.4,97.0912,106.293,-1250.17,410.143,457.065,-1266.58,609.326
8.61,216.06,-1264.12,37.7666,289.454,-1228.44,97.1227,106.293,-1249.94,410.218,456.801,-1266.45,610.208
8.62,216.055,-1264.12,37.7435,289.444,-1228.41,97.072,106.311,-1249.78,410.304,456.529,-1266.32,611.226
8.63,216.01,-1264.2,37.8265,289.482,-1228.49,97.112,106.441,-1249.63,410.405,456.227,-1266.14,612.355
8.64,216.021,-1264.2,37.8748,289.582,-1228.54,97.0546,106.635,-1249.56,410.677,456.009,-1265.99,613.906
8.65,216.001,-1264.24,37.8603,289.641,-1228.58,96.9716,106.873,-1249.47,410.947,455.76,-1265.82,615.397
8.66,216.018,-1264.28,37.8913,289.763,-1228.7,97.0167,107.271,-1249.29,411.386,455.506,-1265.69,617.241
8.67,216.009,-1264.36,37.8826,289.87,-1228.83,97.0217,107.678,-1249.3,411.805,455.277,-1265.46,619.313
8.68,216.015,-1264.4,37.8181,289.982,-1228.92,97.0129,108.138,-1249.11,412.281,455.011,-1265.21,621.54
8.69,216.032,-1264.44,37.847,290.135,-1229.01,96.9413,108.603,-1248.84,412.727,454.718,-1265.07,624.008
8.7,216.012,-1264.48,37.8347,290.295,-1229.18,96.978,109.144,-1248.66,413.308,454.384,-1264.97,626.617
8.71,216.029,-1264.52,37.8647,290.481,-1229.31,97.0064,109.731,-1248.35,413.866,454.039,-1264.81,629.292
8.72,216.051,-1264.56,37.9211,290.665,-1229.36,96.9525,110.485,-1248.11,414.64,453.711,-1264.54,632.153
8.73,216.02,-1264.6,37.9021,290.851,-1229.53,96.9845,111.165,-1247.9,415.372,453.398,-1264.22,635.304
8.74,216.031,-1264.6,37.9516,291.025,-1229.54,96.9685,111.902,-1247.44,416.034,453.061,-1263.96,638.461
8.75,216.011,-1264.64,37.9843,291.178,-1229.63,96.9846,112.748,-1247,416.801,452.695,-1263.7,641.764
8.76,216.075,-1264.67,38.1071,291.362,-1229.68,96.9298,113.674,-1246.79,417.732,452.389,-1263.46,645.152
8.77,216.087,-1264.68,38.1542,291.541,-1229.73,96.9396,114.62,-1246.38,418.577,452.056,-1263.25,648.869
8.78,216.092,-1264.71,38.1832,291.773,-1229.82,96.9341,115.512,-1246.02,419.477,451.696,-1263.07,652.486
8.79,216.109,-1264.75,38.2121,292.016,-1229.94,96.9791,116.603,-1245.83,420.486,451.336,-1262.76,656.535
8.8,216.159,-1264.84,38.2502,292.284,-1230.03,96.9781,117.647,-1245.54,421.554,450.935,-1262.69,660.446
8.81,216.165,-1264.87,38.2812,292.547,-1230.12,96.9492,118.769,-1245.2,422.4,450.498,-1262.41,664.567
8.82,216.187,-1264.91,38.3331,292.853,-1230.21,96.9416,119.987,-1245.02,423.515,450.101,-1262.06,668.934
8.83,216.22,-1264.98,38.3965,293.111,-1230.26,96.8413,121.147,-1244.72,424.471,449.688,-1261.81,673.239
8.84,216.263,-1264.99,38.4607,293.407,-1230.36,96.8245,122.473,-1244.65,425.716,449.218,-1261.55,677.772
8.85,216.279,-1265.02,38.4918,293.697,-1230.49,96.83,123.773,-1244.32,426.853,448.815,-1261.19,682.299
8.86,216.338,-1265.06,38.5883,294.046,-1230.75,96.8368,125.184,-1244.31,428.1,448.397,-1260.87,686.959
8.87,216.363,-1265.02,38.5819,294.326,-1230.93,96.9196,126.616,-1243.97,429.19,447.908,-1260.57,691.802
8.88,216.442,-1265.02,38.693,294.695,-1231.14,97.0735,128.135,-1243.88,430.573,447.417,-1260.34,696.703
8.89,216.45,-1264.94,38.7478,295.084,-1231.32,97.1125,129.701,-1243.77,431.744,446.991,-1260.19,701.702
8.9,216.54,-1264.94,38.8169,295.517,-1231.35,96.9504,131.269,-1243.5,432.898,446.561,-1259.93,706.728
8.91,216.646,-1264.98,38.9621,295.9,-1231.36,96.8798,132.977,-1243.57,434.355,446.121,-1259.75,711.808
8.92,216.685,-1265.05,39.0472,296.321,-1231.62,97.0235,134.695,-1243.49,435.632,445.636,-1259.39,716.926
8.93,216.719,-1264.97,39.0502,296.722,-1231.91,97.1976,136.449,-1243.3,436.79,445.127,-1259.07,722.075
8.94,216.778,-1265.01,39.1027,297.133,-1232.24,97.4204,138.265,-1243.44,438.233,444.571,-1258.79,727.275
8.95,216.806,-1265.05,39.1808,297.47,-1232.41,97.4307,140.218,-1243.52,439.625,444.005,-1258.7,732.52
8.96,216.906,-1265.09,39.3018,297.956,-1232.8,97.597,142.148,-1243.63,440.997,443.493,-1258.47,737.755
8.97,216.98,-1265.08,39.3449,298.561,-1233.1,97.734,144.178,-1243.74,442.37,442.95,-1258.17,743.104
8.98,217.103,-1265.16,39.473,299.177,-1233.41,97.8263,146.224,-1243.89,443.809,442.318,-1257.77,748.402
8.99,217.195,-1265.11,39.6207,299.689,-1233.68,97.8579,148.369,-1244.12,445.298,441.614,-1257.58,753.683
9,217.291,-1265.15,39.6698,300.312,-1234.19,98.0559,150.497,-1244.31,446.698,440.83,-1257.57,759.242
9.01,217.355,-1265.19,39.7473,300.95,-1234.74,98.283,152.658,-1244.57,448.188,440.067,-1257.24,764.662
9.02,217.45,-1265.23,39.7984,301.513,-1235.08,98.4801,154.909,-1244.85,449.555,439.247,-1256.93,770.061
9.03,217.535,-1265.23,39.8424,302.27,-1235.59,98.7219,157.208,-1245.19,451.198,438.283,-1256.92,775.717
9.04,217.641,-1265.27,39.8524,303.034,-1235.98,98.8075,159.517,-1245.59,452.641,437.41,-1256.77,781.29
9.05,217.717,-1265.36,39.844,303.702,-1236.42,99.0136,161.83,-1246.04,454.211,436.406,-1256.69,786.946
9.06,217.792,-1265.44,39.8366,304.461,-1237.09,99.3315,164.173,-1246.54,455.746,435.313,-1256.73,792.644
9.07,217.86,-1265.6,39.8656,305.172,-1237.61,99.5534,166.628,-1247.13,457.355,434.291,-1256.86,798.27
9.08,217.93,-1265.67,39.9231,306.103,-1238.21,99.7288,169.111,-1247.57,458.905,433.03,-1256.99,804.169
9.09,218.002,-1265.83,39.9783,306.891,-1238.72,99.9867,171.528,-1248.11,460.383,431.82,-1257.4,809.908
